"","stimuliShown","stim1","stim2","pair_type","response","reward","ID","participant","stim_chosen","typeOfChoice","highChosen","riskChosen","forced","choices","win","correct","risky","trial","trial_cont","trial_id","block_soc","trial_n","trigger_integer","eye_choice","left_rew_dbl","right_rew_dbl"
"3907",32,3,2,"different","0",64,"sub-010","sub-010",3,4,0,NA,0,1,NA,0,NA,99,99,279,"in-group",99,32,"0",64,51
"3908",32,3,2,"different","0",57,"sub-010","sub-010",3,4,0,NA,0,1,NA,0,NA,100,100,280,"in-group",100,32,"0",57,63
"3909",21,2,1,"both_high","1",42,"sub-010","sub-010",1,1,NA,1,0,0,1,NA,1,101,101,281,"in-group",101,21,"1",54,42
"3910",42,4,2,"different","0",39,"sub-010","sub-010",4,5,0,NA,0,1,NA,0,NA,102,102,282,"in-group",102,42,"0",39,69
"3911",21,2,1,"both_high","1",64,"sub-010","sub-010",1,1,NA,1,0,0,1,NA,1,103,103,283,"in-group",103,21,"1",61,64
"3912",32,3,2,"different","1",70,"sub-010","sub-010",2,4,1,NA,0,0,NA,1,NA,104,104,284,"in-group",104,32,"1",48,70
"3913",31,3,1,"different","0",30,"sub-010","sub-010",3,2,0,NA,0,1,NA,0,NA,105,105,285,"in-group",105,31,"0",30,59
"3914",14,1,4,"different","0",66,"sub-010","sub-010",1,3,1,NA,0,1,NA,1,NA,106,106,286,"in-group",106,14,"0",66,32
"3915",12,1,2,"both_high","0",89,"sub-010","sub-010",1,1,NA,1,0,1,1,NA,1,107,107,287,"in-group",107,12,"0",89,63
"3916",31,3,1,"different","1",51,"sub-010","sub-010",1,2,1,NA,0,0,NA,1,NA,108,108,288,"in-group",108,31,"1",44,51
"3917",32,3,2,"different","0",40,"sub-010","sub-010",3,4,0,NA,0,1,NA,0,NA,109,109,289,"in-group",109,32,"0",40,52
"3918",31,3,1,"different","0",60,"sub-010","sub-010",3,2,0,NA,0,1,NA,0,NA,110,110,290,"in-group",110,31,"0",60,50
"3919",31,3,1,"different","0",58,"sub-010","sub-010",3,2,0,NA,0,1,NA,0,NA,111,111,291,"in-group",111,31,"0",58,63
"3920",24,2,4,"different","0",62,"sub-010","sub-010",2,5,1,NA,0,1,NA,1,NA,112,112,292,"in-group",112,24,"0",62,36
"3921",34,3,4,"both_low","0",39,"sub-010","sub-010",3,6,NA,1,0,1,-1,NA,1,113,113,293,"in-group",113,34,"0",39,50
"3922",32,3,2,"different","1",51,"sub-010","sub-010",2,4,1,NA,0,0,NA,1,NA,114,114,294,"in-group",114,32,"1",17,51
"3923",14,1,4,"different","1",48,"sub-010","sub-010",4,3,0,NA,0,0,NA,0,NA,115,115,295,"in-group",115,14,"1",31,48
"3924",13,1,3,"different","0",66,"sub-010","sub-010",1,2,1,NA,0,1,NA,1,NA,116,116,296,"in-group",116,13,"0",66,27
"3925",32,3,2,"different","0",22,"sub-010","sub-010",3,4,0,NA,0,1,NA,0,NA,117,117,297,"in-group",117,32,"0",22,62
"3926",13,1,3,"different","0",77,"sub-010","sub-010",1,2,1,NA,0,1,NA,1,NA,118,118,298,"in-group",118,13,"0",77,53
"3927",31,3,1,"different","1",76,"sub-010","sub-010",1,2,1,NA,0,0,NA,1,NA,119,119,299,"in-group",119,31,"1",9,76
"3928",41,4,1,"different","1",68,"sub-010","sub-010",1,3,1,NA,0,0,NA,1,NA,120,120,300,"in-group",120,41,"1",50,68
"3929",34,3,4,"both_low","1",41,"sub-010","sub-010",4,6,NA,0,0,0,-1,NA,0,121,121,301,"in-group",121,34,"1",31,41
"3930",14,1,4,"different","1",49,"sub-010","sub-010",4,3,0,NA,0,0,NA,0,NA,122,122,302,"in-group",122,14,"1",43,49
"3931",13,1,3,"different","0",72,"sub-010","sub-010",1,2,1,NA,0,1,NA,1,NA,123,123,303,"in-group",123,13,"0",72,26
"3932",42,4,2,"different","1",63,"sub-010","sub-010",2,5,1,NA,0,0,NA,1,NA,124,124,304,"in-group",124,42,"1",38,63
"3933",43,4,3,"both_low","0",29,"sub-010","sub-010",4,6,NA,0,0,1,-1,NA,0,125,125,305,"in-group",125,43,"0",29,25
"3934",23,2,3,"different","0",59,"sub-010","sub-010",2,4,1,NA,0,1,NA,1,NA,126,126,306,"in-group",126,23,"0",59,37
"3935",24,2,4,"different","0",64,"sub-010","sub-010",2,5,1,NA,0,1,NA,1,NA,127,127,307,"in-group",127,24,"0",64,37
"3936",34,3,4,"both_low","1",44,"sub-010","sub-010",4,6,NA,0,0,0,-1,NA,0,128,128,308,"in-group",128,34,"1",40,44
"3937",43,4,3,"both_low","1",55,"sub-010","sub-010",3,6,NA,1,0,0,-1,NA,1,129,129,309,"in-group",129,43,"1",40,55
"3938",43,4,3,"both_low","0",36,"sub-010","sub-010",4,6,NA,0,0,1,-1,NA,0,130,130,310,"in-group",130,43,"0",36,61
"3939",23,2,3,"different","0",65,"sub-010","sub-010",2,4,1,NA,0,1,NA,1,NA,131,131,311,"in-group",131,23,"0",65,67
"3940",31,3,1,"different","1",70,"sub-010","sub-010",1,2,1,NA,0,0,NA,1,NA,132,132,312,"in-group",132,31,"1",51,70
"3941",42,4,2,"different","1",56,"sub-010","sub-010",2,5,1,NA,0,0,NA,1,NA,133,133,313,"in-group",133,42,"1",43,56
"3942",34,3,4,"both_low","0",45,"sub-010","sub-010",3,6,NA,1,0,1,-1,NA,1,134,134,314,"in-group",134,34,"0",45,51
"3943",21,2,1,"both_high","1",73,"sub-010","sub-010",1,1,NA,1,0,0,1,NA,1,135,135,315,"in-group",135,21,"1",49,73
"3944",34,3,4,"both_low","1",31,"sub-010","sub-010",4,6,NA,0,0,0,-1,NA,0,136,136,316,"in-group",136,34,"1",12,31
"3945",14,1,4,"different","0",79,"sub-010","sub-010",1,3,1,NA,0,1,NA,1,NA,137,137,317,"in-group",137,14,"0",79,34
"3946",13,1,3,"different","0",60,"sub-010","sub-010",1,2,1,NA,0,1,NA,1,NA,138,138,318,"in-group",138,13,"0",60,47
"3947",23,2,3,"different","0",62,"sub-010","sub-010",2,4,1,NA,0,1,NA,1,NA,139,139,319,"in-group",139,23,"0",62,46
"3948",42,4,2,"different","1",62,"sub-010","sub-010",2,5,1,NA,0,0,NA,1,NA,140,140,320,"in-group",140,42,"1",48,62
"3949",24,2,4,"different","0",68,"sub-010","sub-010",2,5,1,NA,0,1,NA,1,NA,141,141,321,"in-group",141,24,"0",68,44
"3950",41,4,1,"different","1",62,"sub-010","sub-010",1,3,1,NA,0,0,NA,1,NA,142,142,322,"in-group",142,41,"1",39,62
"3951",41,4,1,"different","0",43,"sub-010","sub-010",4,3,0,NA,0,1,NA,0,NA,143,143,323,"in-group",143,41,"0",43,75
"3952",21,2,1,"both_high","0",55,"sub-010","sub-010",2,1,NA,0,0,1,1,NA,0,144,144,324,"in-group",144,21,"0",55,38
"3953",12,1,2,"both_high","0",52,"sub-010","sub-010",1,1,NA,1,0,1,1,NA,1,145,145,325,"in-group",145,12,"0",52,66
"3954",43,4,3,"both_low","1",7,"sub-010","sub-010",3,6,NA,1,0,0,-1,NA,1,146,146,326,"in-group",146,43,"1",33,7
"3955",42,4,2,"different","1",69,"sub-010","sub-010",2,5,1,NA,0,0,NA,1,NA,147,147,327,"in-group",147,42,"1",43,69
"3956",43,4,3,"both_low","1",62,"sub-010","sub-010",3,6,NA,1,0,0,-1,NA,1,148,148,328,"in-group",148,43,"1",46,62
"3957",24,2,4,"different","0",51,"sub-010","sub-010",2,5,1,NA,0,1,NA,1,NA,149,149,329,"in-group",149,24,"0",51,38
"3958",21,2,1,"both_high","0",56,"sub-010","sub-010",2,1,NA,0,0,1,1,NA,0,150,150,330,"in-group",150,21,"0",56,82
"3959",24,2,4,"different","0",70,"sub-010","sub-010",2,5,1,NA,0,1,NA,1,NA,151,151,331,"in-group",151,24,"0",70,34
"3960",41,4,1,"different","1",48,"sub-010","sub-010",1,3,1,NA,0,0,NA,1,NA,152,152,332,"in-group",152,41,"1",52,48
"3961",23,2,3,"different","0",65,"sub-010","sub-010",2,4,1,NA,0,1,NA,1,NA,153,153,333,"in-group",153,23,"0",65,63
"3962",32,3,2,"different","1",64,"sub-010","sub-010",2,4,1,NA,0,0,NA,1,NA,154,154,334,"in-group",154,32,"1",38,64
"3963",12,1,2,"both_high","0",56,"sub-010","sub-010",1,1,NA,1,0,1,1,NA,1,155,155,335,"in-group",155,12,"0",56,68
"3964",34,3,4,"both_low","1",41,"sub-010","sub-010",4,6,NA,0,0,0,-1,NA,0,156,156,336,"in-group",156,34,"1",38,41
"3965",13,1,3,"different","0",61,"sub-010","sub-010",1,2,1,NA,0,1,NA,1,NA,157,157,337,"in-group",157,13,"0",61,36
"3966",23,2,3,"different","0",58,"sub-010","sub-010",2,4,1,NA,0,1,NA,1,NA,158,158,338,"in-group",158,23,"0",58,27
"3967",13,1,3,"different","0",64,"sub-010","sub-010",1,2,1,NA,0,1,NA,1,NA,159,159,339,"in-group",159,13,"0",64,44
"3968",42,4,2,"different","1",60,"sub-010","sub-010",2,5,1,NA,0,0,NA,1,NA,160,160,340,"in-group",160,42,"1",44,60
"3969",34,3,4,"both_low","1",33,"sub-010","sub-010",4,6,NA,0,0,0,-1,NA,0,161,161,341,"in-group",161,34,"1",46,33
"3970",12,1,2,"both_high","0",72,"sub-010","sub-010",1,1,NA,1,0,1,1,NA,1,162,162,342,"in-group",162,12,"0",72,57
"3971",12,1,2,"both_high","0",49,"sub-010","sub-010",1,1,NA,1,0,1,1,NA,1,163,163,343,"in-group",163,12,"0",49,58
"3972",43,4,3,"both_low","1",11,"sub-010","sub-010",3,6,NA,1,0,0,-1,NA,1,164,164,344,"in-group",164,43,"1",40,11
"3973",34,3,4,"both_low","0",49,"sub-010","sub-010",3,6,NA,1,0,1,-1,NA,1,165,165,345,"in-group",165,34,"0",49,38
"3974",12,1,2,"both_high","0",58,"sub-010","sub-010",1,1,NA,1,0,1,1,NA,1,166,166,346,"in-group",166,12,"0",58,68
"3975",21,2,1,"both_high","0",57,"sub-010","sub-010",2,1,NA,0,0,1,1,NA,0,167,167,347,"in-group",167,21,"0",57,43
"3976",42,4,2,"different","1",65,"sub-010","sub-010",2,5,1,NA,0,0,NA,1,NA,168,168,348,"in-group",168,42,"1",41,65
"3977",31,3,1,"different","1",36,"sub-010","sub-010",1,2,1,NA,0,0,NA,1,NA,169,169,349,"in-group",169,31,"1",53,36
"3978",42,4,2,"different","1",55,"sub-010","sub-010",2,5,1,NA,0,0,NA,1,NA,170,170,350,"in-group",170,42,"1",42,55
"3979",32,3,2,"different","1",69,"sub-010","sub-010",2,4,1,NA,0,0,NA,1,NA,171,171,351,"in-group",171,32,"1",50,69
"3980",41,4,1,"different","1",91,"sub-010","sub-010",1,3,1,NA,0,0,NA,1,NA,172,172,352,"in-group",172,41,"1",37,91
"3981",21,2,1,"both_high","0",58,"sub-010","sub-010",2,1,NA,0,0,1,1,NA,0,173,173,353,"in-group",173,21,"0",58,45
"3982",13,1,3,"different","0",32,"sub-010","sub-010",1,2,1,NA,0,1,NA,1,NA,174,174,354,"in-group",174,13,"0",32,14
"3983",34,3,4,"both_low","1",33,"sub-010","sub-010",4,6,NA,0,0,0,-1,NA,0,175,175,355,"in-group",175,34,"1",23,33
"3984",23,2,3,"different","0",57,"sub-010","sub-010",2,4,1,NA,0,1,NA,1,NA,176,176,356,"in-group",176,23,"0",57,41
"3985",13,1,3,"different","0",33,"sub-010","sub-010",1,2,1,NA,0,1,NA,1,NA,177,177,357,"in-group",177,13,"0",33,37
"3986",42,4,2,"different","1",60,"sub-010","sub-010",2,5,1,NA,0,0,NA,1,NA,178,178,358,"in-group",178,42,"1",32,60
"3987",21,2,1,"both_high","0",72,"sub-010","sub-010",2,1,NA,0,0,1,1,NA,0,179,179,359,"in-group",179,21,"0",72,82
"3988",23,2,3,"different","0",58,"sub-010","sub-010",2,4,1,NA,0,1,NA,1,NA,180,180,360,"in-group",180,23,"0",58,49
"3989",43,4,3,"both_low","0",44,"sub-010","sub-010",4,6,NA,0,0,1,-1,NA,0,1,1,361,"out-group",1,43,"0",44,54
"3990",34,3,4,"both_low","1",47,"sub-010","sub-010",4,6,NA,0,0,0,-1,NA,0,2,2,362,"out-group",2,34,"1",17,47
"3991",12,1,2,"both_high","0",53,"sub-010","sub-010",1,1,NA,1,0,1,1,NA,1,3,3,363,"out-group",3,12,"0",53,67
"3992",32,3,2,"different","1",61,"sub-010","sub-010",2,4,1,NA,0,0,NA,1,NA,4,4,364,"out-group",4,32,"1",49,61
"3993",21,2,1,"both_high","1",74,"sub-010","sub-010",1,1,NA,1,0,0,1,NA,1,5,5,365,"out-group",5,21,"1",49,74
"3994",31,3,1,"different","1",58,"sub-010","sub-010",1,2,1,NA,0,0,NA,1,NA,6,6,366,"out-group",6,31,"1",47,58
"3995",14,1,4,"different","0",84,"sub-010","sub-010",1,3,1,NA,0,1,NA,1,NA,7,7,367,"out-group",7,14,"0",84,34
"3996",41,4,1,"different","1",60,"sub-010","sub-010",1,3,1,NA,0,0,NA,1,NA,8,8,368,"out-group",8,41,"1",47,60
"3997",21,2,1,"both_high","0",53,"sub-010","sub-010",2,1,NA,0,0,1,1,NA,0,9,9,369,"out-group",9,21,"0",53,62
"3998",24,2,4,"different","1",36,"sub-010","sub-010",4,5,0,NA,0,0,NA,0,NA,10,10,370,"out-group",10,24,"1",57,36
"3999",34,3,4,"both_low","0",35,"sub-010","sub-010",3,6,NA,1,0,1,-1,NA,1,11,11,371,"out-group",11,34,"0",35,45
"4000",43,4,3,"both_low","0",35,"sub-010","sub-010",4,6,NA,0,0,1,-1,NA,0,12,12,372,"out-group",12,43,"0",35,28
"4001",21,2,1,"both_high","1",64,"sub-010","sub-010",1,1,NA,1,0,0,1,NA,1,13,13,373,"out-group",13,21,"1",59,64
"4002",14,1,4,"different","0",44,"sub-010","sub-010",1,3,1,NA,0,1,NA,1,NA,14,14,374,"out-group",14,14,"0",44,48
"4003",31,3,1,"different","1",48,"sub-010","sub-010",1,2,1,NA,0,0,NA,1,NA,15,15,375,"out-group",15,31,"1",55,48
"4004",21,2,1,"both_high","1",55,"sub-010","sub-010",1,1,NA,1,0,0,1,NA,1,16,16,376,"out-group",16,21,"1",63,55
"4005",34,3,4,"both_low","1",37,"sub-010","sub-010",4,6,NA,0,0,0,-1,NA,0,17,17,377,"out-group",17,34,"1",30,37
"4006",43,4,3,"both_low","1",41,"sub-010","sub-010",3,6,NA,1,0,0,-1,NA,1,18,18,378,"out-group",18,43,"1",28,41
"4007",23,2,3,"different","0",61,"sub-010","sub-010",2,4,1,NA,0,1,NA,1,NA,19,19,379,"out-group",19,23,"0",61,61
"4008",13,1,3,"different","0",73,"sub-010","sub-010",1,2,1,NA,0,1,NA,1,NA,20,20,380,"out-group",20,13,"0",73,43
"4009",14,1,4,"different","0",54,"sub-010","sub-010",1,3,1,NA,0,1,NA,1,NA,21,21,381,"out-group",21,14,"0",54,46
"4010",31,3,1,"different","0",18,"sub-010","sub-010",3,2,0,NA,0,1,NA,0,NA,22,22,382,"out-group",22,31,"0",18,45
"4011",21,2,1,"both_high","1",49,"sub-010","sub-010",1,1,NA,1,0,0,1,NA,1,23,23,383,"out-group",23,21,"1",67,49
"4012",34,3,4,"both_low","1",44,"sub-010","sub-010",4,6,NA,0,0,0,-1,NA,0,24,24,384,"out-group",24,34,"1",32,44
"4013",31,3,1,"different","1",57,"sub-010","sub-010",1,2,1,NA,0,0,NA,1,NA,25,25,385,"out-group",25,31,"1",45,57
"4014",24,2,4,"different","1",37,"sub-010","sub-010",4,5,0,NA,0,0,NA,0,NA,26,26,386,"out-group",26,24,"1",68,37
"4015",32,3,2,"different","1",64,"sub-010","sub-010",2,4,1,NA,0,0,NA,1,NA,27,27,387,"out-group",27,32,"1",39,64
"4016",31,3,1,"different","1",69,"sub-010","sub-010",1,2,1,NA,0,0,NA,1,NA,28,28,388,"out-group",28,31,"1",50,69
"4017",42,4,2,"different","1",69,"sub-010","sub-010",2,5,1,NA,0,0,NA,1,NA,29,29,389,"out-group",29,42,"1",36,69
"4018",14,1,4,"different","0",48,"sub-010","sub-010",1,3,1,NA,0,1,NA,1,NA,30,30,390,"out-group",30,14,"0",48,39
"4019",24,2,4,"different","0",63,"sub-010","sub-010",2,5,1,NA,0,1,NA,1,NA,31,31,391,"out-group",31,24,"0",63,40
"4020",41,4,1,"different","1",72,"sub-010","sub-010",1,3,1,NA,0,0,NA,1,NA,32,32,392,"out-group",32,41,"1",44,72
"4021",32,3,2,"different","1",55,"sub-010","sub-010",2,4,1,NA,0,0,NA,1,NA,33,33,393,"out-group",33,32,"1",29,55
"4022",31,3,1,"different","1",37,"sub-010","sub-010",1,2,1,NA,0,0,NA,1,NA,34,34,394,"out-group",34,31,"1",25,37
"4023",14,1,4,"different","1",41,"sub-010","sub-010",4,3,0,NA,0,0,NA,0,NA,35,35,395,"out-group",35,14,"1",59,41
"4024",24,2,4,"different","1",40,"sub-010","sub-010",4,5,0,NA,0,0,NA,0,NA,36,36,396,"out-group",36,24,"1",68,40
"4025",13,1,3,"different","0",75,"sub-010","sub-010",1,2,1,NA,0,1,NA,1,NA,37,37,397,"out-group",37,13,"0",75,62
"4026",24,2,4,"different","0",55,"sub-010","sub-010",2,5,1,NA,0,1,NA,1,NA,38,38,398,"out-group",38,24,"0",55,45
"4027",42,4,2,"different","1",64,"sub-010","sub-010",2,5,1,NA,0,0,NA,1,NA,39,39,399,"out-group",39,42,"1",38,64
"4028",13,1,3,"different","0",43,"sub-010","sub-010",1,2,1,NA,0,1,NA,1,NA,40,40,400,"out-group",40,13,"0",43,45
"4029",42,4,2,"different","1",60,"sub-010","sub-010",2,5,1,NA,0,0,NA,1,NA,41,41,401,"out-group",41,42,"1",33,60
"4030",12,1,2,"both_high","1",57,"sub-010","sub-010",2,1,NA,0,0,0,1,NA,0,42,42,402,"out-group",42,12,"1",63,57
"4031",42,4,2,"different","1",62,"sub-010","sub-010",2,5,1,NA,0,0,NA,1,NA,43,43,403,"out-group",43,42,"1",43,62
"4032",23,2,3,"different","0",55,"sub-010","sub-010",2,4,1,NA,0,1,NA,1,NA,44,44,404,"out-group",44,23,"0",55,38
"4033",41,4,1,"different","1",75,"sub-010","sub-010",1,3,1,NA,0,0,NA,1,NA,45,45,405,"out-group",45,41,"1",32,75
"4034",41,4,1,"different","0",30,"sub-010","sub-010",4,3,0,NA,0,1,NA,0,NA,46,46,406,"out-group",46,41,"0",30,59
"4035",13,1,3,"different","0",73,"sub-010","sub-010",1,2,1,NA,0,1,NA,1,NA,47,47,407,"out-group",47,13,"0",73,21
"4036",43,4,3,"both_low","0",42,"sub-010","sub-010",4,6,NA,0,0,1,-1,NA,0,48,48,408,"out-group",48,43,"0",42,53
"4037",34,3,4,"both_low","0",30,"sub-010","sub-010",3,6,NA,1,0,1,-1,NA,1,49,49,409,"out-group",49,34,"0",30,36
"4038",12,1,2,"both_high","1",51,"sub-010","sub-010",2,1,NA,0,0,0,1,NA,0,50,50,410,"out-group",50,12,"1",45,51
"4039",41,4,1,"different","1",55,"sub-010","sub-010",1,3,1,NA,0,0,NA,1,NA,51,51,411,"out-group",51,41,"1",43,55
"4040",43,4,3,"both_low","1",20,"sub-010","sub-010",3,6,NA,1,0,0,-1,NA,1,52,52,412,"out-group",52,43,"1",49,20
"4041",41,4,1,"different","0",49,"sub-010","sub-010",4,3,0,NA,0,1,NA,0,NA,53,53,413,"out-group",53,41,"0",49,50
"4042",34,3,4,"both_low","1",37,"sub-010","sub-010",4,6,NA,0,0,0,-1,NA,0,54,54,414,"out-group",54,34,"1",31,37
"4043",41,4,1,"different","1",83,"sub-010","sub-010",1,3,1,NA,0,0,NA,1,NA,55,55,415,"out-group",55,41,"1",42,83
"4044",24,2,4,"different","0",62,"sub-010","sub-010",2,5,1,NA,0,1,NA,1,NA,56,56,416,"out-group",56,24,"0",62,45
"4045",21,2,1,"both_high","0",58,"sub-010","sub-010",2,1,NA,0,0,1,1,NA,0,57,57,417,"out-group",57,21,"0",58,80
"4046",21,2,1,"both_high","0",70,"sub-010","sub-010",2,1,NA,0,0,1,1,NA,0,58,58,418,"out-group",58,21,"0",70,62
"4047",42,4,2,"different","1",50,"sub-010","sub-010",2,5,1,NA,0,0,NA,1,NA,59,59,419,"out-group",59,42,"1",52,50
"4048",32,3,2,"different","1",56,"sub-010","sub-010",2,4,1,NA,0,0,NA,1,NA,60,60,420,"out-group",60,32,"1",73,56
"4049",31,3,1,"different","1",88,"sub-010","sub-010",1,2,1,NA,0,0,NA,1,NA,61,61,421,"out-group",61,31,"1",59,88
"4050",41,4,1,"different","1",76,"sub-010","sub-010",1,3,1,NA,0,0,NA,1,NA,62,62,422,"out-group",62,41,"1",42,76
"4051",42,4,2,"different","1",66,"sub-010","sub-010",2,5,1,NA,0,0,NA,1,NA,63,63,423,"out-group",63,42,"1",42,66
"4052",31,3,1,"different","1",66,"sub-010","sub-010",1,2,1,NA,0,0,NA,1,NA,64,64,424,"out-group",64,31,"1",37,66
"4053",12,1,2,"both_high","1",61,"sub-010","sub-010",2,1,NA,0,0,0,1,NA,0,65,65,425,"out-group",65,12,"1",70,61
"4054",41,4,1,"different","1",71,"sub-010","sub-010",1,3,1,NA,0,0,NA,1,NA,66,66,426,"out-group",66,41,"1",31,71
"4055",14,1,4,"different","0",51,"sub-010","sub-010",1,3,1,NA,0,1,NA,1,NA,67,67,427,"out-group",67,14,"0",51,41
"4056",42,4,2,"different","1",64,"sub-010","sub-010",2,5,1,NA,0,0,NA,1,NA,68,68,428,"out-group",68,42,"1",32,64
"4057",43,4,3,"both_low","1",12,"sub-010","sub-010",3,6,NA,1,0,0,-1,NA,1,69,69,429,"out-group",69,43,"1",41,12
"4058",32,3,2,"different","1",54,"sub-010","sub-010",2,4,1,NA,0,0,NA,1,NA,70,70,430,"out-group",70,32,"1",69,54
"4059",14,1,4,"different","0",82,"sub-010","sub-010",1,3,1,NA,0,1,NA,1,NA,71,71,431,"out-group",71,14,"0",82,37
"4060",12,1,2,"both_high","0",50,"sub-010","sub-010",1,1,NA,1,0,1,1,NA,1,72,72,432,"out-group",72,12,"0",50,66
"4061",34,3,4,"both_low","1",36,"sub-010","sub-010",4,6,NA,0,0,0,-1,NA,0,73,73,433,"out-group",73,34,"1",49,36
"4062",43,4,3,"both_low","0",33,"sub-010","sub-010",4,6,NA,0,0,1,-1,NA,0,74,74,434,"out-group",74,43,"0",33,44
"4063",43,4,3,"both_low","0",36,"sub-010","sub-010",4,6,NA,0,0,1,-1,NA,0,75,75,435,"out-group",75,43,"0",36,42
"4064",12,1,2,"both_high","1",67,"sub-010","sub-010",2,1,NA,0,0,0,1,NA,0,76,76,436,"out-group",76,12,"1",87,67
"4065",31,3,1,"different","1",61,"sub-010","sub-010",1,2,1,NA,0,0,NA,1,NA,77,77,437,"out-group",77,31,"1",46,61
"4066",43,4,3,"both_low","1",37,"sub-010","sub-010",3,6,NA,1,0,0,-1,NA,1,78,78,438,"out-group",78,43,"1",30,37
"4067",31,3,1,"different","1",81,"sub-010","sub-010",1,2,1,NA,0,0,NA,1,NA,79,79,439,"out-group",79,31,"1",33,81
"4068",23,2,3,"different","0",64,"sub-010","sub-010",2,4,1,NA,0,1,NA,1,NA,80,80,440,"out-group",80,23,"0",64,46
"4069",14,1,4,"different","0",64,"sub-010","sub-010",1,3,1,NA,0,1,NA,1,NA,81,81,441,"out-group",81,14,"0",64,38
"4070",13,1,3,"different","1",52,"sub-010","sub-010",3,2,0,NA,0,0,NA,0,NA,82,82,442,"out-group",82,13,"1",65,52
"4071",12,1,2,"both_high","0",56,"sub-010","sub-010",1,1,NA,1,0,1,1,NA,1,83,83,443,"out-group",83,12,"0",56,61
"4072",14,1,4,"different","0",33,"sub-010","sub-010",1,3,1,NA,0,1,NA,1,NA,84,84,444,"out-group",84,14,"0",33,29
"4073",23,2,3,"different","1",18,"sub-010","sub-010",3,4,0,NA,0,0,NA,0,NA,85,85,445,"out-group",85,23,"1",51,18
"4074",32,3,2,"different","1",70,"sub-010","sub-010",2,4,1,NA,0,0,NA,1,NA,86,86,446,"out-group",86,32,"1",56,70
"4075",24,2,4,"different","0",56,"sub-010","sub-010",2,5,1,NA,0,1,NA,1,NA,87,87,447,"out-group",87,24,"0",56,34
"4076",12,1,2,"both_high","1",57,"sub-010","sub-010",2,1,NA,0,0,0,1,NA,0,88,88,448,"out-group",88,12,"1",79,57
"4077",34,3,4,"both_low","0",19,"sub-010","sub-010",3,6,NA,1,0,1,-1,NA,1,89,89,449,"out-group",89,34,"0",19,34
"4078",32,3,2,"different","1",54,"sub-010","sub-010",2,4,1,NA,0,0,NA,1,NA,90,90,450,"out-group",90,32,"1",13,54
"4079",24,2,4,"different","1",50,"sub-010","sub-010",4,5,0,NA,0,0,NA,0,NA,91,91,451,"out-group",91,24,"1",63,50
"4080",31,3,1,"different","1",56,"sub-010","sub-010",1,2,1,NA,0,0,NA,1,NA,92,92,452,"out-group",92,31,"1",62,56
"4081",24,2,4,"different","0",56,"sub-010","sub-010",2,5,1,NA,0,1,NA,1,NA,93,93,453,"out-group",93,24,"0",56,35
"4082",12,1,2,"both_high","0",60,"sub-010","sub-010",1,1,NA,1,0,1,1,NA,1,94,94,454,"out-group",94,12,"0",60,58
"4083",24,2,4,"different","0",54,"sub-010","sub-010",2,5,1,NA,0,1,NA,1,NA,95,95,455,"out-group",95,24,"0",54,35
"4084",34,3,4,"both_low","1",43,"sub-010","sub-010",4,6,NA,0,0,0,-1,NA,0,96,96,456,"out-group",96,34,"1",32,43
"4085",42,4,2,"different","1",63,"sub-010","sub-010",2,5,1,NA,0,0,NA,1,NA,97,97,457,"out-group",97,42,"1",51,63
"4086",14,1,4,"different","1",31,"sub-010","sub-010",4,3,0,NA,0,0,NA,0,NA,98,98,458,"out-group",98,14,"1",86,31
"4087",21,2,1,"both_high","1",91,"sub-010","sub-010",1,1,NA,1,0,0,1,NA,1,99,99,459,"out-group",99,21,"1",62,91
"4088",23,2,3,"different","1",35,"sub-010","sub-010",3,4,0,NA,0,0,NA,0,NA,100,100,460,"out-group",100,23,"1",62,35
"4089",13,1,3,"different","0",46,"sub-010","sub-010",1,2,1,NA,0,1,NA,1,NA,101,101,461,"out-group",101,13,"0",46,67
"4090",43,4,3,"both_low","0",40,"sub-010","sub-010",4,6,NA,0,0,1,-1,NA,0,102,102,462,"out-group",102,43,"0",40,71
"4091",43,4,3,"both_low","0",48,"sub-010","sub-010",4,6,NA,0,0,1,-1,NA,0,103,103,463,"out-group",103,43,"0",48,41
"4092",34,3,4,"both_low","1",37,"sub-010","sub-010",4,6,NA,0,0,0,-1,NA,0,104,104,464,"out-group",104,34,"1",48,37
"4093",32,3,2,"different","1",56,"sub-010","sub-010",2,4,1,NA,0,0,NA,1,NA,105,105,465,"out-group",105,32,"1",14,56
"4094",14,1,4,"different","1",39,"sub-010","sub-010",4,3,0,NA,0,0,NA,0,NA,106,106,466,"out-group",106,14,"1",66,39
"4095",21,2,1,"both_high","1",29,"sub-010","sub-010",1,1,NA,1,0,0,1,NA,1,107,107,467,"out-group",107,21,"1",54,29
"4096",24,2,4,"different","0",52,"sub-010","sub-010",2,5,1,NA,0,1,NA,1,NA,108,108,468,"out-group",108,24,"0",52,35
"4097",13,1,3,"different","1",26,"sub-010","sub-010",3,2,0,NA,0,0,NA,0,NA,109,109,469,"out-group",109,13,"1",72,26
"4098",31,3,1,"different","1",41,"sub-010","sub-010",1,2,1,NA,0,0,NA,1,NA,110,110,470,"out-group",110,31,"1",52,41
"4099",13,1,3,"different","1",27,"sub-010","sub-010",3,2,0,NA,0,0,NA,0,NA,111,111,471,"out-group",111,13,"1",43,27
