"","stimuliShown","group_1","buttonBox_2.started","cross_sel.started","cross_slow.started","dur_fix","dur_selection","perceptual_result","block","stim1","stim2","response","rt","reward","ID","stim_chosen","typeOfChoice","highChosen","riskChosen","forced","choices","win","correct","risky","trial","trial_cont","trial_id","trial_n","trigger_integer","buttonBox_2.keys","participant","left_rew_dbl","right_rew_dbl"
"4643",14,"overestimator",1819.2104623,"1820.3388673","None",156,139,"underestimator",2,"1","4","0",1.06602920000023,56,"sub-009",1,3,1,NA,0,1,NA,1,NA,130,130,310,130,14,"0","sub-009",56,48
"4644",24,"overestimator",1824.0937847,"1825.1248829","None",175,143,"underestimator",2,"2","4","0",0.967234199999893,64,"sub-009",2,5,1,NA,0,1,NA,1,NA,131,131,311,131,24,"0","sub-009",64,46
"4645",23,"overestimator",1828.6684722,"1829.3631976","None",144,154,"underestimator",2,"2","3","0",0.630480900000293,52,"sub-009",2,4,1,NA,0,1,NA,1,NA,132,132,312,132,23,"0","sub-009",52,14
"4646",34,"overestimator",1832.8181786,"1833.7242081","None",123,163,"underestimator",2,"3","4","1",0.842219000000114,51,"sub-009",4,6,NA,0,0,0,-1,NA,0,133,133,313,133,34,"1","sub-009",21,51
"4647",31,"overestimator",1837.4837533,"1838.1159555","None",152,179,"underestimator",2,"3","1","1",0.567885200000092,64,"sub-009",1,2,1,NA,0,0,NA,1,NA,134,134,314,134,31,"1","sub-009",51,64
"4648",14,"overestimator",1841.8922992,"1842.5238407","None",137,133,"underestimator",2,"1","4","0",0.567091099999743,27,"sub-009",1,3,1,NA,0,1,NA,1,NA,135,135,315,135,14,"0","sub-009",27,36
"4649",41,"overestimator",1875.9832804,"1877.0148144","None",142,176,"underestimator",2,"4","1","1",0.966665599999942,43,"sub-009",1,3,1,NA,0,0,NA,1,NA,136,136,316,136,41,"1","sub-009",44,43
"4650",34,"overestimator",1880.9992883,"1881.6922987","None",162,153,"underestimator",2,"3","4","1",0.629154599999765,36,"sub-009",4,6,NA,0,0,0,-1,NA,0,137,137,317,137,34,"1","sub-009",42,36
"4651",32,"overestimator",1885.2912021,"1886.6914642","None",141,134,"underestimator",2,"3","2","1",1.3365632,53,"sub-009",2,4,1,NA,0,0,NA,1,NA,138,138,318,138,32,"1","sub-009",36,53
"4652",12,"overestimator",1890.1653684,"1891.7221913","None",145,149,"underestimator",2,"1","2","1",1.49411920000011,61,"sub-009",2,1,NA,0,0,0,1,NA,0,139,139,319,139,12,"1","sub-009",51,61
"4653",24,"overestimator",1895.298922,"1896.5057186","None",141,147,"underestimator",2,"2","4","0",1.14246510000021,54,"sub-009",2,5,1,NA,0,1,NA,1,NA,140,140,320,140,24,"0","sub-009",54,33
"4654",23,"overestimator",1900.2073065,"1901.3409624","None",158,125,"underestimator",2,"2","3","0",1.06708159999971,69,"sub-009",2,4,1,NA,0,1,NA,1,NA,141,141,321,141,23,"0","sub-009",69,41
"4655",34,"overestimator",1904.7667055,"1906.3399635","None",147,131,"underestimator",2,"3","4","0",1.51177909999979,68,"sub-009",3,6,NA,1,0,1,-1,NA,1,142,142,322,142,34,"0","sub-009",68,50
"4656",43,"overestimator",1909.6721615,"1910.500671","None",131,166,"underestimator",2,"4","3","1",0.765588999999636,64,"sub-009",3,6,NA,1,0,0,-1,NA,1,143,143,323,143,43,"1","sub-009",49,64
"4657",14,"overestimator",1914.41486,"1915.9378052","None",164,178,"underestimator",2,"1","4","0",1.45827869999994,88,"sub-009",1,3,1,NA,0,1,NA,1,NA,144,144,324,144,14,"0","sub-009",88,41
"4658",31,"overestimator",1920.0408053,"1921.5332868","None",174,142,"underestimator",2,"3","1","1",1.42845489999991,67,"sub-009",1,2,1,NA,0,0,NA,1,NA,145,145,325,145,31,"1","sub-009",53,67
"4659",32,"overestimator",1925.2734916,"1926.8353215","None",168,166,"underestimator",2,"3","2","0",1.50090639999962,61,"sub-009",3,4,0,NA,0,1,NA,0,NA,146,146,326,146,32,"0","sub-009",61,58
"4660",14,"overestimator",1930.4486443,"1931.2792646","None",130,158,"underestimator",2,"1","4","0",0.765774899999997,70,"sub-009",1,3,1,NA,0,1,NA,1,NA,147,147,327,147,14,"0","sub-009",70,36
"4661",34,"overestimator",1935.080839,"1935.8568187","None",160,157,"underestimator",2,"3","4","0",0.712259899999935,33,"sub-009",3,6,NA,1,0,1,-1,NA,1,148,148,328,148,34,"0","sub-009",33,38
"4662",12,"overestimator",1939.5896864,"1940.6904431","None",153,141,"underestimator",2,"1","2","0",1.03685369999994,69,"sub-009",1,1,NA,1,0,1,1,NA,1,149,149,329,149,12,"0","sub-009",69,61
"4663",41,"overestimator",1944.2799439,"1945.06197","None",152,151,"underestimator",2,"4","1","1",0.718429200000173,70,"sub-009",1,3,1,NA,0,0,NA,1,NA,150,150,330,150,41,"1","sub-009",37,70
"4664",42,"overestimator",1948.4876196,"1949.5470234","None",122,177,"underestimator",2,"4","2","1",0.996094599999651,72,"sub-009",2,5,1,NA,0,0,NA,1,NA,151,151,331,151,42,"1","sub-009",39,72
"4665",21,"overestimator",1953.6052727,"1954.5380255","None",173,160,"underestimator",2,"2","1","1",0.868681000000379,59,"sub-009",1,1,NA,1,0,0,1,NA,1,152,152,332,152,21,"1","sub-009",70,59
"4666",32,"overestimator",1958.3386414,"1959.7259912","None",157,145,"underestimator",2,"3","2","0",1.3240037999999,43,"sub-009",3,4,0,NA,0,1,NA,0,NA,153,153,333,153,32,"0","sub-009",43,50
"4667",13,"overestimator",1963.5797265,"1964.6974392","None",176,158,"underestimator",2,"1","3","0",1.05382740000005,51,"sub-009",1,2,1,NA,0,1,NA,1,NA,154,154,334,154,13,"0","sub-009",51,17
"4668",23,"overestimator",1968.3370992,"1969.6446578","None",138,155,"underestimator",2,"2","3","1",1.2425688000003,31,"sub-009",3,4,0,NA,0,0,NA,0,NA,155,155,335,155,23,"1","sub-009",51,31
"4669",43,"overestimator",1973.3468705,"1974.003471","None",149,139,"underestimator",2,"4","3","1",0.59198379999998,34,"sub-009",3,6,NA,1,0,0,-1,NA,1,156,156,336,156,43,"1","sub-009",48,34
"4670",21,"overestimator",1977.4545114,"1978.5250042","None",137,174,"underestimator",2,"2","1","1",1.00529749999987,72,"sub-009",1,1,NA,1,0,0,1,NA,1,157,157,337,157,21,"1","sub-009",59,72
"4671",43,"overestimator",1982.5709574,"1983.5886864","None",173,129,"underestimator",2,"4","3","0",0.953641199999765,38,"sub-009",4,6,NA,0,0,1,-1,NA,0,158,158,338,158,43,"0","sub-009",38,38
"4672",24,"overestimator",1987.1715352,"1988.0699064","None",162,175,"underestimator",2,"2","4","0",0.832922300000064,56,"sub-009",2,5,1,NA,0,1,NA,1,NA,159,159,339,159,24,"0","sub-009",56,52
"4673",23,"overestimator",1991.7617846,"1992.6432011","None",130,135,"underestimator",2,"2","3","1",0.816825200000039,53,"sub-009",3,4,0,NA,0,0,NA,0,NA,160,160,340,160,23,"1","sub-009",67,53
"4674",34,"overestimator",1996.0960767,"1997.1483843","None",141,137,"underestimator",2,"3","4","0",0.990088600000036,40,"sub-009",3,6,NA,1,0,1,-1,NA,1,161,161,341,161,34,"0","sub-009",40,42
"4675",31,"overestimator",2000.4887439,"2001.2951066","None",125,144,"underestimator",2,"3","1","1",0.740193200000249,87,"sub-009",1,2,1,NA,0,0,NA,1,NA,162,162,342,162,31,"1","sub-009",73,87
"4676",12,"overestimator",2004.7301612,"2005.4608083","None",130,159,"underestimator",2,"1","2","0",0.666860499999984,49,"sub-009",1,1,NA,1,0,1,1,NA,1,163,163,343,163,12,"0","sub-009",49,60
"4677",41,"overestimator",2008.9438047,"2009.6591534","None",121,178,"underestimator",2,"4","1","1",0.651313400000163,66,"sub-009",1,3,1,NA,0,0,NA,1,NA,164,164,344,164,41,"1","sub-009",41,66
"4678",34,"overestimator",2013.5298777,"2014.2862616","None",147,150,"underestimator",2,"3","4","0",0.690805700000055,55,"sub-009",3,6,NA,1,0,1,-1,NA,1,165,165,345,165,34,"0","sub-009",55,28
"4679",21,"overestimator",2017.7113289,"2018.529378","None",120,173,"underestimator",2,"2","1","1",0.754142499999944,59,"sub-009",1,1,NA,1,0,0,1,NA,1,166,166,346,166,21,"1","sub-009",57,59
"4680",41,"overestimator",2022.5857613,"2023.2297836","None",176,156,"underestimator",2,"4","1","1",0.575975199999903,50,"sub-009",1,3,1,NA,0,0,NA,1,NA,167,167,347,167,41,"1","sub-009",37,50
"4681",13,"overestimator",2026.9771483,"2028.1172259","None",155,171,"underestimator",2,"1","3","0",1.07537820000016,62,"sub-009",1,2,1,NA,0,1,NA,1,NA,168,168,348,168,13,"0","sub-009",62,35
"4682",24,"overestimator",2031.9436386,"2033.4254421","None",149,153,"underestimator",2,"2","4","0",1.41808739999988,67,"sub-009",2,5,1,NA,0,1,NA,1,NA,169,169,349,169,24,"0","sub-009",67,37
"4683",32,"overestimator",2037.2864709,"2038.6296236","None",172,161,"underestimator",2,"3","2","1",1.27918399999999,59,"sub-009",2,4,1,NA,0,0,NA,1,NA,170,170,350,170,32,"1","sub-009",34,59
"4684",23,"overestimator",2042.4276963,"2043.5232081","None",157,134,"underestimator",2,"2","3","1",0.928423000000294,46,"sub-009",3,4,0,NA,0,0,NA,0,NA,171,171,351,171,23,"1","sub-009",59,46
"4685",32,"overestimator",2047.2269441,"2048.2026089","None",173,171,"underestimator",2,"3","2","1",0.91172910000023,52,"sub-009",2,4,1,NA,0,0,NA,1,NA,172,172,352,172,32,"1","sub-009",69,52
"4686",34,"overestimator",2051.9092703,"2053.1089663","None",135,163,"underestimator",2,"3","4","0",1.13527210000029,52,"sub-009",3,6,NA,1,0,1,-1,NA,1,173,173,353,173,34,"0","sub-009",52,47
"4687",41,"overestimator",2056.7757163,"2057.382469","None",137,126,"underestimator",2,"4","1","1",0.542192000000341,84,"sub-009",1,3,1,NA,0,0,NA,1,NA,174,174,354,174,41,"1","sub-009",34,84
"4688",43,"overestimator",2060.8019798,"2061.8827814","None",145,174,"underestimator",2,"4","3","1",1.0167733000003,48,"sub-009",3,6,NA,1,0,0,-1,NA,1,175,175,355,175,43,"1","sub-009",40,48
"4689",23,"overestimator",2065.5016057,"2066.4340734","None",122,133,"underestimator",2,"2","3","0",0.869077800000014,63,"sub-009",2,4,1,NA,0,1,NA,1,NA,176,176,356,176,23,"0","sub-009",63,36
"4690",13,"overestimator",2069.8918561,"2070.7507973","None",143,134,"underestimator",2,"1","3","1",0.795050100000026,18,"sub-009",3,2,0,NA,0,0,NA,0,NA,177,177,357,177,13,"1","sub-009",43,18
"4691",13,"overestimator",2074.2848344,"2074.8713358","None",152,162,"underestimator",2,"1","3","0",0.524732999999742,77,"sub-009",1,2,1,NA,0,1,NA,1,NA,178,178,358,178,13,"0","sub-009",77,28
"4692",31,"overestimator",2078.5348096,"2079.2034756","None",140,173,"underestimator",2,"3","1","1",0.604155499999706,48,"sub-009",1,2,1,NA,0,0,NA,1,NA,179,179,359,179,31,"1","sub-009",58,48
"4693",24,"overestimator",2082.859305,"2083.6330933","None",128,122,"underestimator",2,"2","4","0",0.711388900000202,57,"sub-009",2,5,1,NA,0,1,NA,1,NA,180,180,360,180,24,"0","sub-009",57,46
"4694",12,"overestimator",2182.1220026,"2183.3077287","None",141,168,"underestimator",3,"1","2","1",1.10372840000036,65,"sub-009",2,1,NA,0,0,0,1,NA,0,1,1,361,1,12,"1","sub-009",73,65
"4695",24,"overestimator",2186.8559417,"2187.6567771","None",120,121,"underestimator",3,"2","4","0",0.729759400000148,63,"sub-009",2,5,1,NA,0,1,NA,1,NA,2,2,362,2,24,"0","sub-009",63,31
"4696",14,"overestimator",2191.021369,"2192.013957","None",145,143,"underestimator",3,"1","4","1",0.929127599999902,49,"sub-009",4,3,0,NA,0,0,NA,0,NA,3,3,363,3,14,"1","sub-009",81,49
"4697",34,"overestimator",2195.8124501,"2197.1093685","None",175,153,"underestimator",3,"3","4","0",1.22875419999991,29,"sub-009",3,6,NA,1,0,1,-1,NA,1,4,4,364,4,34,"0","sub-009",29,43
"4698",14,"overestimator",2200.7632905,"2201.6192391","None",146,126,"underestimator",3,"1","4","0",0.79215430000022,77,"sub-009",1,3,1,NA,0,1,NA,1,NA,5,5,365,5,14,"0","sub-009",77,38
"4699",31,"overestimator",2205.2859937,"2206.2226261","None",167,156,"underestimator",3,"3","1","1",0.872369299999718,50,"sub-009",1,2,1,NA,0,0,NA,1,NA,6,6,366,6,31,"1","sub-009",46,50
"4700",32,"overestimator",2209.7034534,"2210.7970646","None",124,128,"underestimator",3,"3","2","1",1.02983839999979,51,"sub-009",2,4,1,NA,0,0,NA,1,NA,7,7,367,7,32,"1","sub-009",18,51
"4701",41,"overestimator",2214.4448722,"2215.9191631","None",173,170,"underestimator",3,"4","1","1",1.41010330000017,29,"sub-009",1,3,1,NA,0,0,NA,1,NA,8,8,368,8,41,"1","sub-009",35,29
"4702",23,"overestimator",2219.9212252,"2220.7279607","None",169,176,"underestimator",3,"2","3","0",0.743080700000064,68,"sub-009",2,4,1,NA,0,1,NA,1,NA,9,9,369,9,23,"0","sub-009",68,36
"4703",43,"overestimator",2224.3618131,"2225.5759361","None",121,150,"underestimator",3,"4","3","0",1.15083320000031,38,"sub-009",4,6,NA,0,0,1,-1,NA,0,10,10,370,10,43,"0","sub-009",38,42
"4704",12,"overestimator",2229.2882817,"2230.4826025","None",157,155,"underestimator",3,"1","2","1",1.12709499999983,59,"sub-009",2,1,NA,0,0,0,1,NA,0,11,11,371,11,12,"1","sub-009",54,59
"4705",12,"overestimator",2234.0105235,"2234.8821999","None",131,126,"underestimator",3,"1","2","0",0.804746199999954,72,"sub-009",1,1,NA,1,0,1,1,NA,1,12,12,372,12,12,"0","sub-009",72,61
"4706",32,"overestimator",2238.5534821,"2239.5109704","None",174,156,"underestimator",3,"3","2","1",0.893439700000272,59,"sub-009",2,4,1,NA,0,0,NA,1,NA,13,13,373,13,32,"1","sub-009",41,59
"4707",32,"overestimator",2243.1028276,"2244.0508963","None",136,152,"underestimator",3,"3","2","1",0.883979100000033,71,"sub-009",2,4,1,NA,0,0,NA,1,NA,14,14,374,14,32,"1","sub-009",55,71
"4708",34,"overestimator",2247.627343,"2248.7120323","None",140,176,"underestimator",3,"3","4","1",1.0201892,38,"sub-009",4,6,NA,0,0,0,-1,NA,0,15,15,375,15,34,"1","sub-009",53,38
"4709",34,"overestimator",2252.5359612,"2253.2170733","None",144,122,"underestimator",3,"3","4","0",0.616997900000115,40,"sub-009",3,6,NA,1,0,1,-1,NA,1,16,16,376,16,34,"0","sub-009",40,44
"4710",23,"overestimator",2256.5042179,"2257.5205312","None",134,147,"underestimator",3,"2","3","0",0.952354999999898,48,"sub-009",2,4,1,NA,0,1,NA,1,NA,17,17,377,17,23,"0","sub-009",48,34
"4711",42,"overestimator",2261.2351949,"2262.6163371","None",160,169,"underestimator",3,"4","2","1",1.31637360000013,64,"sub-009",2,5,1,NA,0,0,NA,1,NA,18,18,378,18,42,"1","sub-009",40,64
"4712",42,"overestimator",2266.3107461,"2267.1503689","None",136,162,"underestimator",3,"4","2","1",0.775247099999888,53,"sub-009",2,5,1,NA,0,0,NA,1,NA,19,19,379,19,42,"1","sub-009",40,53
"4713",42,"overestimator",2270.8181044,"2271.7009706","None",141,150,"underestimator",3,"4","2","1",0.818419499999891,62,"sub-009",2,5,1,NA,0,0,NA,1,NA,20,20,380,20,42,"1","sub-009",40,62
"4714",42,"overestimator",2275.5346532,"2276.3175821","None",172,143,"underestimator",3,"4","2","1",0.718211899999915,58,"sub-009",2,5,1,NA,0,0,NA,1,NA,21,21,381,21,42,"1","sub-009",35,58
"4715",23,"overestimator",2279.8514455,"2281.2429655","None",142,148,"underestimator",3,"2","3","0",1.32733959999996,61,"sub-009",2,4,1,NA,0,1,NA,1,NA,22,22,382,22,23,"0","sub-009",61,33
"4716",43,"overestimator",2284.783719,"2286.6830553","None",137,153,"underestimator",3,"4","3","1",1.8367817000003,25,"sub-009",3,6,NA,1,0,0,-1,NA,1,23,23,383,23,43,"1","sub-009",47,25
"4717",43,"overestimator",2290.2919586,"2290.9491556","None",141,158,"underestimator",3,"4","3","0",0.592500699999619,35,"sub-009",4,6,NA,0,0,1,-1,NA,0,24,24,384,24,43,"0","sub-009",35,38
"4718",21,"overestimator",2294.4572422,"2295.4592281","None",125,155,"underestimator",3,"2","1","1",0.937088300000141,43,"sub-009",1,1,NA,1,0,0,1,NA,1,25,25,385,25,21,"1","sub-009",59,43
"4719",31,"overestimator",2299.0027588,"2299.8073577","None",131,160,"underestimator",3,"3","1","1",0.740966700000172,61,"sub-009",1,2,1,NA,0,0,NA,1,NA,26,26,386,26,31,"1","sub-009",35,61
"4720",32,"overestimator",2303.3342431,"2304.1939147","None",124,169,"underestimator",3,"3","2","1",0.795671200000015,67,"sub-009",2,4,1,NA,0,0,NA,1,NA,27,27,387,27,32,"1","sub-009",27,67
"4721",41,"overestimator",2308.158433,"2308.9399586","None",165,154,"underestimator",3,"4","1","1",0.717293900000186,64,"sub-009",1,3,1,NA,0,0,NA,1,NA,28,28,388,28,41,"1","sub-009",45,64
"4722",21,"overestimator",2312.8328897,"2314.0575214","None",173,176,"underestimator",3,"2","1","1",1.16200389999995,55,"sub-009",1,1,NA,1,0,0,1,NA,1,29,29,389,29,21,"1","sub-009",61,55
"4723",41,"overestimator",2317.8992835,"2318.9183381","None",148,122,"underestimator",3,"4","1","1",0.953913199999988,74,"sub-009",1,3,1,NA,0,0,NA,1,NA,30,30,390,30,41,"1","sub-009",42,74
"4724",21,"overestimator",2322.317502,"2323.44817","None",148,171,"underestimator",3,"2","1","0",1.06692389999989,58,"sub-009",2,1,NA,0,0,1,1,NA,0,31,31,391,31,21,"0","sub-009",58,72
"4725",32,"overestimator",2327.0318938,"2327.9015803","None",120,142,"underestimator",3,"3","2","1",0.806293099999948,64,"sub-009",2,4,1,NA,0,0,NA,1,NA,32,32,392,32,32,"1","sub-009",39,64
"4726",31,"overestimator",2331.4756391,"2332.3556367","None",148,176,"underestimator",3,"3","1","1",0.816030899999987,53,"sub-009",1,2,1,NA,0,0,NA,1,NA,33,33,393,33,31,"1","sub-009",27,53
"4727",12,"overestimator",2336.007067,"2337.2506706","None",123,179,"underestimator",3,"1","2","0",1.17936830000008,54,"sub-009",1,1,NA,1,0,1,1,NA,1,34,34,394,34,12,"0","sub-009",54,60
"4728",21,"overestimator",2340.9235772,"2342.0305236","None",125,179,"underestimator",3,"2","1","0",1.04251879999993,70,"sub-009",2,1,NA,0,0,1,1,NA,0,35,35,395,35,21,"0","sub-009",70,91
"4729",42,"overestimator",2345.9161059,"2346.5722244","None",146,140,"underestimator",3,"4","2","1",0.592284500000005,62,"sub-009",2,5,1,NA,0,0,NA,1,NA,36,36,396,36,42,"1","sub-009",38,62
"4730",43,"overestimator",2350.2907741,"2352.2279057","None",167,155,"underestimator",3,"4","3","1",1.87516069999992,57,"sub-009",3,6,NA,1,0,0,-1,NA,1,37,37,397,37,43,"1","sub-009",36,57
"4731",34,"overestimator",2355.806511,"2357.4849433","None",137,128,"underestimator",3,"3","4","0",1.6176118999997,44,"sub-009",3,6,NA,1,0,1,-1,NA,1,38,38,398,38,34,"0","sub-009",44,42
"4732",32,"overestimator",2360.9057944,"2361.4766986","None",143,129,"underestimator",3,"3","2","1",0.505704299999707,52,"sub-009",2,4,1,NA,0,0,NA,1,NA,39,39,399,39,32,"1","sub-009",7,52
"4733",21,"overestimator",2364.8740438,"2365.7299955","None",141,166,"underestimator",3,"2","1","0",0.792015400000309,60,"sub-009",2,1,NA,0,0,1,1,NA,0,40,40,400,40,21,"0","sub-009",60,83
"4734",32,"overestimator",2369.5736683,"2370.2296417","None",157,165,"underestimator",3,"3","2","1",0.592061400000148,54,"sub-009",2,4,1,NA,0,0,NA,1,NA,41,41,401,41,32,"1","sub-009",49,54
"4735",32,"overestimator",2374.1979412,"2374.9211443","None",173,148,"underestimator",3,"3","2","1",0.658590800000184,56,"sub-009",2,4,1,NA,0,0,NA,1,NA,42,42,402,42,32,"1","sub-009",66,56
"4736",23,"overestimator",2378.6807248,"2379.4376749","None",165,157,"underestimator",3,"2","3","0",0.692443399999775,60,"sub-009",2,4,1,NA,0,1,NA,1,NA,43,43,403,43,23,"0","sub-009",60,42
"4737",31,"overestimator",2383.2564931,"2384.1740721","None",162,134,"underestimator",3,"3","1","1",0.85399120000011,38,"sub-009",1,2,1,NA,0,0,NA,1,NA,44,44,404,44,31,"1","sub-009",58,38
"4738",13,"overestimator",2387.7978255,"2389.0206503","None",163,162,"underestimator",3,"1","3","0",1.15859099999989,52,"sub-009",1,2,1,NA,0,1,NA,1,NA,45,45,405,45,13,"0","sub-009",52,31
"4739",42,"overestimator",2422.9709916,"2423.930865","None",173,143,"underestimator",3,"4","2","0",0.895892500000173,51,"sub-009",4,5,0,NA,0,1,NA,0,NA,46,46,406,46,42,"0","sub-009",51,65
"4740",12,"overestimator",2427.4639436,"2428.2125467","None",140,160,"underestimator",3,"1","2","1",0.68289760000016,65,"sub-009",2,1,NA,0,0,0,1,NA,0,47,47,407,47,12,"1","sub-009",40,65
"4741",21,"overestimator",2432.0122353,"2432.7802499","None",157,122,"underestimator",3,"2","1","0",0.703887300000133,72,"sub-009",2,1,NA,0,0,1,1,NA,0,48,48,408,48,21,"0","sub-009",72,48
"4742",24,"overestimator",2436.4620028,"2437.4549596","None",176,158,"underestimator",3,"2","4","0",0.929020500000206,69,"sub-009",2,5,1,NA,0,1,NA,1,NA,49,49,409,49,24,"0","sub-009",69,43
"4743",31,"overestimator",2440.9630016,"2442.2532344","None",124,176,"underestimator",3,"3","1","1",1.22618620000003,60,"sub-009",1,2,1,NA,0,0,NA,1,NA,50,50,410,50,31,"1","sub-009",32,60
"4744",13,"overestimator",2446.0950944,"2446.960062","None",146,143,"underestimator",3,"1","3","0",0.800959600000169,57,"sub-009",1,2,1,NA,0,1,NA,1,NA,51,51,411,51,13,"0","sub-009",57,14
"4745",24,"overestimator",2450.6536081,"2451.6684871","None",161,137,"underestimator",3,"2","4","0",0.951238600000124,60,"sub-009",2,5,1,NA,0,1,NA,1,NA,52,52,412,52,24,"0","sub-009",60,32
"4746",31,"overestimator",2455.4032652,"2456.1598827","None",172,139,"underestimator",3,"3","1","1",0.692070699999931,39,"sub-009",1,2,1,NA,0,0,NA,1,NA,53,53,413,53,31,"1","sub-009",43,39
"4747",14,"overestimator",2459.5200794,"2460.9134235","None",122,146,"underestimator",3,"1","4","1",1.3295078000001,42,"sub-009",4,3,0,NA,0,0,NA,0,NA,54,54,414,54,14,"1","sub-009",45,42
"4748",41,"overestimator",2464.4114123,"2465.4257146","None",135,159,"underestimator",3,"4","1","0",0.950755200000003,46,"sub-009",4,3,0,NA,0,1,NA,0,NA,55,55,415,55,41,"0","sub-009",46,61
"4749",21,"overestimator",2469.0278404,"2469.7955407","None",135,154,"underestimator",3,"2","1","0",0.703969300000153,52,"sub-009",2,1,NA,0,0,1,1,NA,0,56,56,416,56,21,"0","sub-009",52,55
"4750",21,"overestimator",2473.435371,"2474.4679123","None",143,141,"underestimator",3,"2","1","0",0.967387700000018,56,"sub-009",2,1,NA,0,0,1,1,NA,0,57,57,417,57,21,"0","sub-009",56,59
"4751",43,"overestimator",2478.1530828,"2479.4589509","None",162,127,"underestimator",3,"4","3","0",1.24199969999972,34,"sub-009",4,6,NA,0,0,1,-1,NA,0,58,58,418,58,43,"0","sub-009",34,48
"4752",14,"overestimator",2483.0853775,"2483.885139","None",169,174,"underestimator",3,"1","4","0",0.729757300000074,70,"sub-009",1,3,1,NA,0,1,NA,1,NA,59,59,419,59,14,"0","sub-009",70,37
"4753",13,"overestimator",2487.7688525,"2488.4097038","None",154,145,"underestimator",3,"1","3","0",0.578295700000126,65,"sub-009",1,2,1,NA,0,1,NA,1,NA,60,60,420,60,13,"0","sub-009",65,48
"4754",13,"overestimator",2491.8016363,"2492.394635","None",123,144,"underestimator",3,"1","3","0",0.529039300000022,62,"sub-009",1,2,1,NA,0,1,NA,1,NA,61,61,421,61,13,"0","sub-009",62,51
"4755",31,"overestimator",2496.0183527,"2496.6524581","None",151,158,"underestimator",3,"3","1","1",0.569575699999859,68,"sub-009",1,2,1,NA,0,0,NA,1,NA,62,62,422,62,31,"1","sub-009",32,68
"4756",43,"overestimator",2500.3603571,"2501.6279611","None",148,158,"underestimator",3,"4","3","0",1.20236479999994,46,"sub-009",4,6,NA,0,0,1,-1,NA,0,63,63,423,63,43,"0","sub-009",46,64
"4757",23,"overestimator",2505.5593852,"2506.3282383","None",174,124,"underestimator",3,"2","3","0",0.704054100000121,56,"sub-009",2,4,1,NA,0,1,NA,1,NA,64,64,424,64,23,"0","sub-009",56,36
"4758",31,"overestimator",2509.5342016,"2510.8277031","None",123,122,"underestimator",3,"3","1","1",1.22944910000024,75,"sub-009",1,2,1,NA,0,0,NA,1,NA,65,65,425,65,31,"1","sub-009",61,75
"4759",13,"overestimator",2514.3370322,"2515.3294201","None",159,142,"underestimator",3,"1","3","0",0.927463699999862,57,"sub-009",1,2,1,NA,0,1,NA,1,NA,66,66,426,66,13,"0","sub-009",57,57
"4760",24,"overestimator",2519.042104,"2519.8219341","None",166,135,"underestimator",3,"2","4","0",0.712236700000176,63,"sub-009",2,5,1,NA,0,1,NA,1,NA,67,67,427,67,24,"0","sub-009",63,52
"4761",23,"overestimator",2523.4838244,"2524.1982938","None",165,156,"underestimator",3,"2","3","0",0.648521600000095,57,"sub-009",2,4,1,NA,0,1,NA,1,NA,68,68,428,68,23,"0","sub-009",57,67
"4762",34,"overestimator",2527.6755115,"2528.6432253","None",123,177,"underestimator",3,"3","4","1",0.903677900000275,47,"sub-009",4,6,NA,0,0,0,-1,NA,0,69,69,429,69,34,"1","sub-009",30,47
"4763",41,"overestimator",2532.6854118,"2533.8677944","None",170,176,"underestimator",3,"4","1","1",1.11878699999988,63,"sub-009",1,3,1,NA,0,0,NA,1,NA,70,70,430,70,41,"1","sub-009",48,63
"4764",32,"overestimator",2537.8861729,"2538.6066393","None",167,140,"underestimator",3,"3","2","1",0.653133599999819,57,"sub-009",2,4,1,NA,0,0,NA,1,NA,71,71,431,71,32,"1","sub-009",60,57
"4765",43,"overestimator",2542.3248633,"2543.5782111","None",169,163,"underestimator",3,"4","3","0",1.1883757999999,33,"sub-009",4,6,NA,0,0,1,-1,NA,0,72,72,432,72,43,"0","sub-009",33,73
"4766",34,"overestimator",2547.2575099,"2548.1950216","None",142,176,"underestimator",3,"3","4","0",0.871697799999765,59,"sub-009",3,6,NA,1,0,1,-1,NA,1,73,73,433,73,34,"0","sub-009",59,36
"4767",42,"overestimator",2552.0738514,"2553.1059576","None",150,139,"underestimator",3,"4","2","1",0.967497600000115,61,"sub-009",2,5,1,NA,0,0,NA,1,NA,74,74,434,74,42,"1","sub-009",47,61
"4768",13,"overestimator",2556.7168338,"2557.8621532","None",154,130,"underestimator",3,"1","3","0",1.07887470000014,65,"sub-009",1,2,1,NA,0,1,NA,1,NA,75,75,435,75,13,"0","sub-009",65,13
"4769",24,"overestimator",2561.1414699,"2562.1973488","None",126,122,"underestimator",3,"2","4","0",0.992128100000173,67,"sub-009",2,5,1,NA,0,1,NA,1,NA,76,76,436,76,24,"0","sub-009",67,32
"4770",12,"overestimator",2565.6599027,"2567.2891961","None",155,179,"underestimator",3,"1","2","0",1.5665426999999,47,"sub-009",1,1,NA,1,0,1,1,NA,1,77,77,437,77,12,"0","sub-009",47,61
"4771",21,"overestimator",2571.2742101,"2571.9720899","None",159,123,"underestimator",3,"2","1","0",0.633783199999925,58,"sub-009",2,1,NA,0,0,1,1,NA,0,78,78,438,78,21,"0","sub-009",58,71
