"","stimuliShown","stim1","stim2","pair_type","response","reward","ID","participant","stim_chosen","typeOfChoice","highChosen","riskChosen","forced","choices","win","correct","risky","block_soc","trial_n","trigger_integer","eye_choice","left_rew_dbl","right_rew_dbl"
"511",32,3,2,"different","1",64,1,"sub-003",2,4,1,1,0,0,-1,1,1,"in-group",151,32,"1",9,64
"512",23,2,3,"different","1",22,1,"sub-003",3,4,0,1,0,0,-1,0,1,"in-group",152,23,"1",52,22
"513",24,2,4,"different","1",41,1,"sub-003",4,5,0,1,0,0,-1,0,1,"in-group",153,24,"1",63,41
"514",23,2,3,"different","0",69,1,"sub-003",2,4,1,1,0,1,-1,1,1,"in-group",154,23,"0",69,25
"515",43,4,3,"both_low","1",43,1,"sub-003",3,6,1,1,0,0,-1,1,1,"in-group",155,43,"1",45,43
"516",13,1,3,"different","1",54,1,"sub-003",3,2,0,1,0,0,-1,0,1,"in-group",156,13,"1",77,54
"517",34,3,4,"both_low","1",47,1,"sub-003",4,6,0,0,0,0,-1,0,0,"in-group",157,34,"1",53,47
"518",43,4,3,"both_low","1",23,1,"sub-003",3,6,0,1,0,0,-1,0,1,"in-group",158,43,"1",30,23
"519",24,2,4,"different","1",47,1,"sub-003",4,5,0,1,0,0,-1,0,1,"in-group",159,24,"1",60,47
"520",31,3,1,"different","1",70,1,"sub-003",1,2,1,1,0,0,-1,1,1,"in-group",160,31,"1",58,70
"521",42,4,2,"different","1",62,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",161,42,"1",43,62
"522",41,4,1,"different","1",69,1,"sub-003",1,3,1,1,0,0,-1,1,1,"in-group",162,41,"1",48,69
"523",21,2,1,"both_high","0",71,1,"sub-003",2,1,1,0,0,1,1,1,0,"in-group",163,21,"0",71,77
"524",41,4,1,"different","1",59,1,"sub-003",1,3,1,0,0,0,1,1,0,"in-group",164,41,"1",40,59
"525",13,1,3,"different","1",63,1,"sub-003",3,2,0,0,0,0,1,0,0,"in-group",165,13,"1",47,63
"526",24,2,4,"different","1",42,1,"sub-003",4,5,0,0,0,0,1,0,0,"in-group",166,24,"1",65,42
"527",21,2,1,"both_high","1",66,1,"sub-003",1,1,0,1,0,0,1,0,1,"in-group",167,21,"1",63,66
"528",23,2,3,"different","1",28,1,"sub-003",3,4,0,1,0,0,1,0,1,"in-group",168,23,"1",59,28
"529",41,4,1,"different","1",32,1,"sub-003",1,3,1,1,0,0,1,1,1,"in-group",169,41,"1",36,32
"530",24,2,4,"different","0",68,1,"sub-003",2,5,1,1,0,1,1,1,1,"in-group",170,24,"0",68,42
"531",34,3,4,"both_low","1",42,1,"sub-003",4,6,1,0,0,0,-1,1,0,"in-group",171,34,"1",52,42
"532",34,3,4,"both_low","0",18,1,"sub-003",3,6,1,1,0,1,-1,1,1,"in-group",172,34,"0",18,39
"533",24,2,4,"different","0",64,1,"sub-003",2,5,1,1,0,1,-1,1,1,"in-group",173,24,"0",64,35
"534",32,3,2,"different","1",63,1,"sub-003",2,4,1,1,0,0,-1,1,1,"in-group",174,32,"1",24,63
"535",43,4,3,"both_low","1",18,1,"sub-003",3,6,1,1,0,0,-1,1,1,"in-group",175,43,"1",34,18
"536",34,3,4,"both_low","0",38,1,"sub-003",3,6,1,1,0,1,-1,1,1,"in-group",176,34,"0",38,40
"537",42,4,2,"different","1",58,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",177,42,"1",34,58
"538",21,2,1,"both_high","1",56,1,"sub-003",1,1,1,1,0,0,1,1,1,"in-group",178,21,"1",56,56
"539",12,1,2,"both_high","1",62,1,"sub-003",2,1,1,0,0,0,1,1,0,"in-group",179,12,"1",76,62
"540",41,4,1,"different","0",37,1,"sub-003",4,3,0,0,0,1,1,0,0,"in-group",180,41,"0",37,69
"541",24,2,4,"different","0",56,2,"sub-004",2,5,1,0,0,1,1,1,0,"baseline",1,24,"0",56,39
"542",34,3,4,"both_low","1",42,2,"sub-004",4,6,1,0,0,0,-1,1,0,"baseline",2,34,"1",44,42
"543",23,2,3,"different","1",42,2,"sub-004",3,4,0,0,0,0,-1,0,0,"baseline",3,23,"1",67,42
"544",42,4,2,"different","1",64,2,"sub-004",2,5,1,0,0,0,-1,1,0,"baseline",4,42,"1",34,64
"545",13,1,3,"different","1",27,2,"sub-004",3,2,0,0,0,0,-1,0,0,"baseline",5,13,"1",72,27
"546",14,1,4,"different","1",41,2,"sub-004",4,3,0,0,0,0,-1,0,0,"baseline",6,14,"1",49,41
"547",32,3,2,"different","1",62,2,"sub-004",2,4,1,0,0,0,-1,1,0,"baseline",7,32,"1",38,62
"548",42,4,2,"different","1",58,2,"sub-004",2,5,1,0,0,0,-1,1,0,"baseline",8,42,"1",31,58
"549",32,3,2,"different","1",67,2,"sub-004",2,4,1,0,0,0,-1,1,0,"baseline",9,32,"1",62,67
"550",12,1,2,"both_high","1",61,2,"sub-004",2,1,1,0,0,0,1,1,0,"baseline",10,12,"1",54,61
"551",31,3,1,"different","0",40,2,"sub-004",3,2,0,0,0,1,1,0,0,"baseline",11,31,"0",40,32
"552",12,1,2,"both_high","1",63,2,"sub-004",2,1,0,0,0,0,1,0,0,"baseline",12,12,"1",59,63
"553",42,4,2,"different","1",55,2,"sub-004",2,5,1,0,0,0,1,1,0,"baseline",13,42,"1",46,55
"554",42,4,2,"different","0",48,2,"sub-004",4,5,0,0,0,1,1,0,0,"baseline",14,42,"0",48,66
"555",31,3,1,"different","1",48,2,"sub-004",1,2,1,0,0,0,1,1,0,"baseline",15,31,"1",9,48
"556",42,4,2,"different","1",59,2,"sub-004",2,5,1,0,0,0,1,1,0,"baseline",16,42,"1",36,59
"557",13,1,3,"different","1",48,2,"sub-004",3,2,0,0,0,0,1,0,0,"baseline",17,13,"1",83,48
"558",42,4,2,"different","1",71,2,"sub-004",2,5,1,0,0,0,1,1,0,"baseline",18,42,"1",41,71
"559",31,3,1,"different","0",42,2,"sub-004",3,2,0,0,0,1,1,0,0,"baseline",19,31,"0",42,57
"560",23,2,3,"different","1",46,2,"sub-004",3,4,0,0,0,0,1,0,0,"baseline",20,23,"1",52,46
"561",23,2,3,"different","0",65,2,"sub-004",2,4,1,0,0,1,1,1,0,"baseline",21,23,"0",65,52
"562",34,3,4,"both_low","1",50,2,"sub-004",4,6,1,0,0,0,-1,1,0,"baseline",22,34,"1",47,50
"563",41,4,1,"different","1",56,2,"sub-004",1,3,1,0,0,0,-1,1,0,"baseline",23,41,"1",49,56
"564",24,2,4,"different","1",48,2,"sub-004",4,5,0,0,0,0,-1,0,0,"baseline",24,24,"1",62,48
"565",41,4,1,"different","0",40,2,"sub-004",4,3,0,0,0,1,-1,0,0,"baseline",25,41,"0",40,73
"566",43,4,3,"both_low","1",53,2,"sub-004",3,6,0,1,0,0,-1,0,1,"baseline",26,43,"1",37,53
"567",13,1,3,"different","0",86,2,"sub-004",1,2,1,1,0,1,-1,1,1,"baseline",27,13,"0",86,25
"568",14,1,4,"different","1",39,2,"sub-004",4,3,0,1,0,0,-1,0,1,"baseline",28,14,"1",36,39
"569",21,2,1,"both_high","0",72,2,"sub-004",2,1,0,0,0,1,1,0,0,"baseline",29,21,"0",72,38
"570",43,4,3,"both_low","1",64,2,"sub-004",3,6,0,1,0,0,-1,0,1,"baseline",30,43,"1",45,64
"571",13,1,3,"different","0",53,2,"sub-004",1,2,1,1,0,1,-1,1,1,"baseline",31,13,"0",53,35
"572",14,1,4,"different","1",50,2,"sub-004",4,3,0,1,0,0,-1,0,1,"baseline",32,14,"1",71,50
"573",24,2,4,"different","0",54,2,"sub-004",2,5,1,1,0,1,-1,1,1,"baseline",33,24,"0",54,38
"574",41,4,1,"different","0",44,2,"sub-004",4,3,0,1,0,1,-1,0,1,"baseline",34,41,"0",44,48
"575",12,1,2,"both_high","0",31,2,"sub-004",1,1,0,1,0,1,1,0,1,"baseline",35,12,"0",31,69
"576",14,1,4,"different","1",46,2,"sub-004",4,3,0,1,0,0,1,0,1,"baseline",36,14,"1",80,46
"577",24,2,4,"different","1",34,2,"sub-004",4,5,0,1,0,0,1,0,1,"baseline",37,24,"1",54,34
"578",24,2,4,"different","1",40,2,"sub-004",4,5,0,1,0,0,1,0,1,"baseline",38,24,"1",58,40
"579",12,1,2,"both_high","1",60,2,"sub-004",2,1,0,0,0,0,1,0,0,"baseline",39,12,"1",77,60
"580",13,1,3,"different","1",71,2,"sub-004",3,2,0,0,0,0,1,0,0,"baseline",40,13,"1",60,71
"581",32,3,2,"different","0",32,2,"sub-004",3,4,0,0,0,1,1,0,0,"baseline",41,32,"0",32,64
"582",23,2,3,"different","1",39,2,"sub-004",3,4,0,0,0,0,1,0,0,"baseline",42,23,"1",60,39
"583",31,3,1,"different","1",87,2,"sub-004",1,2,1,0,0,0,1,1,0,"baseline",43,31,"1",62,87
"584",13,1,3,"different","1",18,2,"sub-004",3,2,0,0,0,0,1,0,0,"baseline",44,13,"1",82,18
"585",24,2,4,"different","1",45,2,"sub-004",4,5,0,0,0,0,1,0,0,"baseline",45,24,"1",63,45
"586",14,1,4,"different","1",32,2,"sub-004",4,3,0,0,0,0,1,0,0,"baseline",46,14,"1",62,32
"587",13,1,3,"different","1",33,2,"sub-004",3,2,0,0,0,0,1,0,0,"baseline",47,13,"1",78,33
"588",43,4,3,"both_low","0",31,2,"sub-004",4,6,0,0,0,1,-1,0,0,"baseline",48,43,"0",31,55
"589",12,1,2,"both_high","1",63,2,"sub-004",2,1,0,0,0,0,1,0,0,"baseline",49,12,"1",75,63
"590",31,3,1,"different","1",50,2,"sub-004",1,2,1,0,0,0,1,1,0,"baseline",50,31,"1",16,50
"591",13,1,3,"different","1",63,2,"sub-004",3,2,0,0,0,0,1,0,0,"baseline",51,13,"1",61,63
"592",23,2,3,"different","1",19,2,"sub-004",3,4,0,0,0,0,1,0,0,"baseline",52,23,"1",70,19
"593",43,4,3,"both_low","1",44,2,"sub-004",3,6,0,1,0,0,-1,0,1,"baseline",53,43,"1",28,44
"594",24,2,4,"different","1",35,2,"sub-004",4,5,0,1,0,0,-1,0,1,"baseline",54,24,"1",66,35
"595",34,3,4,"both_low","1",32,2,"sub-004",4,6,0,0,0,0,-1,0,0,"baseline",55,34,"1",45,32
"596",21,2,1,"both_high","1",89,2,"sub-004",1,1,0,1,0,0,1,0,1,"baseline",56,21,"1",68,89
"597",23,2,3,"different","1",29,2,"sub-004",3,4,0,1,0,0,1,0,1,"baseline",57,23,"1",60,29
"598",32,3,2,"different","1",51,2,"sub-004",2,4,1,1,0,0,1,1,1,"baseline",58,32,"1",49,51
"599",21,2,1,"both_high","1",79,2,"sub-004",1,1,1,1,0,0,1,1,1,"baseline",59,21,"1",61,79
"600",23,2,3,"different","1",39,2,"sub-004",3,4,0,1,0,0,1,0,1,"baseline",60,23,"1",70,39
"601",21,2,1,"both_high","1",68,2,"sub-004",1,1,0,1,0,0,1,0,1,"baseline",61,21,"1",64,68
"602",42,4,2,"different","0",35,2,"sub-004",4,5,0,1,0,1,1,0,1,"baseline",62,42,"0",35,57
"603",12,1,2,"both_high","1",62,2,"sub-004",2,1,0,0,0,0,1,0,0,"baseline",63,12,"1",41,62
"604",14,1,4,"different","1",41,2,"sub-004",4,3,0,0,0,0,1,0,0,"baseline",64,14,"1",93,41
"605",41,4,1,"different","1",38,2,"sub-004",1,3,1,0,0,0,1,1,0,"baseline",65,41,"1",36,38
"606",13,1,3,"different","1",49,2,"sub-004",3,2,0,0,0,0,1,0,0,"baseline",66,13,"1",51,49
"607",23,2,3,"different","0",69,2,"sub-004",2,4,1,0,0,1,1,1,0,"baseline",67,23,"0",69,28
"608",31,3,1,"different","0",45,2,"sub-004",3,2,0,0,0,1,1,0,0,"baseline",68,31,"0",45,82
"609",21,2,1,"both_high","0",57,2,"sub-004",2,1,0,0,0,1,1,0,0,"baseline",69,21,"0",57,70
"610",34,3,4,"both_low","0",7,2,"sub-004",3,6,0,1,0,1,-1,0,1,"baseline",70,34,"0",7,46
"611",32,3,2,"different","1",65,2,"sub-004",2,4,1,1,0,0,-1,1,1,"baseline",71,32,"1",35,65
"612",41,4,1,"different","1",55,2,"sub-004",1,3,1,1,0,0,-1,1,1,"baseline",72,41,"1",47,55
"613",14,1,4,"different","1",37,2,"sub-004",4,3,0,1,0,0,-1,0,1,"baseline",73,14,"1",73,37
"614",14,1,4,"different","1",42,2,"sub-004",4,3,0,1,0,0,-1,0,1,"baseline",74,14,"1",52,42
"615",42,4,2,"different","1",59,2,"sub-004",2,5,1,1,0,0,-1,1,1,"baseline",75,42,"1",29,59
"616",21,2,1,"both_high","0",66,2,"sub-004",2,1,1,0,0,1,1,1,0,"baseline",76,21,"0",66,29
"617",34,3,4,"both_low","1",47,2,"sub-004",4,6,1,0,0,0,-1,1,0,"baseline",77,34,"1",61,47
"618",43,4,3,"both_low","0",34,2,"sub-004",4,6,1,0,0,1,-1,1,0,"baseline",78,43,"0",34,27
"619",42,4,2,"different","1",68,2,"sub-004",2,5,1,0,0,0,-1,1,0,"baseline",79,42,"1",38,68
"620",43,4,3,"both_low","1",66,2,"sub-004",3,6,1,1,0,0,-1,1,1,"baseline",80,43,"1",41,66
"621",32,3,2,"different","0",38,2,"sub-004",3,4,0,1,0,1,-1,0,1,"baseline",81,32,"0",38,55
"622",41,4,1,"different","0",40,2,"sub-004",4,3,0,1,0,1,-1,0,1,"baseline",82,41,"0",40,81
"623",23,2,3,"different","0",61,2,"sub-004",2,4,1,1,0,1,-1,1,1,"baseline",83,23,"0",61,48
"624",13,1,3,"different","1",30,2,"sub-004",3,2,0,1,0,0,-1,0,1,"baseline",84,13,"1",56,30
"625",43,4,3,"both_low","0",30,2,"sub-004",4,6,0,0,0,1,-1,0,0,"baseline",85,43,"0",30,37
"626",23,2,3,"different","1",23,2,"sub-004",3,4,0,0,0,0,-1,0,0,"baseline",86,23,"1",55,23
"627",41,4,1,"different","1",39,2,"sub-004",1,3,1,0,0,0,-1,1,0,"baseline",87,41,"1",40,39
"628",31,3,1,"different","0",57,2,"sub-004",3,2,0,0,0,1,-1,0,0,"baseline",88,31,"0",57,69
"629",31,3,1,"different","0",23,2,"sub-004",3,2,0,0,0,1,-1,0,0,"baseline",89,31,"0",23,58
"630",31,3,1,"different","1",62,2,"sub-004",1,2,1,0,0,0,-1,1,0,"baseline",90,31,"1",59,62
"631",14,1,4,"different","0",67,2,"sub-004",1,3,1,0,0,1,-1,1,0,"baseline",91,14,"0",67,38
"632",12,1,2,"both_high","0",84,2,"sub-004",1,1,1,1,0,1,1,1,1,"baseline",92,12,"0",84,56
"633",14,1,4,"different","0",55,2,"sub-004",1,3,1,1,0,1,1,1,1,"baseline",93,14,"0",55,44
"634",34,3,4,"both_low","0",26,2,"sub-004",3,6,1,1,0,1,-1,1,1,"baseline",94,34,"0",26,37
"635",43,4,3,"both_low","1",37,2,"sub-004",3,6,1,1,0,0,-1,1,1,"baseline",95,43,"1",31,37
"636",12,1,2,"both_high","1",66,2,"sub-004",2,1,1,0,0,0,1,1,0,"baseline",96,12,"1",75,66
"637",13,1,3,"different","0",59,2,"sub-004",1,2,1,0,0,1,1,1,0,"baseline",97,13,"0",59,58
"638",41,4,1,"different","1",50,2,"sub-004",1,3,1,0,0,0,1,1,0,"baseline",98,41,"1",34,50
"639",21,2,1,"both_high","1",76,2,"sub-004",1,1,1,1,0,0,1,1,1,"baseline",99,21,"1",55,76
"640",21,2,1,"both_high","1",68,2,"sub-004",1,1,1,1,0,0,1,1,1,"baseline",100,21,"1",56,68
"641",21,2,1,"both_high","1",42,2,"sub-004",1,1,1,1,0,0,1,1,1,"baseline",101,21,"1",60,42
"642",12,1,2,"both_high","0",58,2,"sub-004",1,1,1,1,0,1,1,1,1,"baseline",102,12,"0",58,53
"643",43,4,3,"both_low","1",36,2,"sub-004",3,6,1,1,0,0,-1,1,1,"baseline",103,43,"1",40,36
"644",34,3,4,"both_low","1",41,2,"sub-004",4,6,1,0,0,0,-1,1,0,"baseline",104,34,"1",73,41
"645",24,2,4,"different","0",62,2,"sub-004",2,5,1,0,0,1,-1,1,0,"baseline",105,24,"0",62,36
"646",21,2,1,"both_high","1",34,2,"sub-004",1,1,1,1,0,0,1,1,1,"baseline",106,21,"1",57,34
"647",41,4,1,"different","1",64,2,"sub-004",1,3,1,1,0,0,1,1,1,"baseline",107,41,"1",44,64
"648",31,3,1,"different","1",47,2,"sub-004",1,2,1,1,0,0,1,1,1,"baseline",108,31,"1",14,47
"649",24,2,4,"different","0",59,2,"sub-004",2,5,1,1,0,1,1,1,1,"baseline",109,24,"0",59,47
"650",12,1,2,"both_high","0",46,2,"sub-004",1,1,1,1,0,1,1,1,1,"baseline",110,12,"0",46,50
"651",34,3,4,"both_low","0",67,2,"sub-004",3,6,1,1,0,1,-1,1,1,"baseline",111,34,"0",67,49
"652",32,3,2,"different","0",31,2,"sub-004",3,4,0,1,0,1,-1,0,1,"baseline",112,32,"0",31,64
"653",13,1,3,"different","0",72,2,"sub-004",1,2,1,1,0,1,-1,1,1,"baseline",113,13,"0",72,22
"654",43,4,3,"both_low","0",43,2,"sub-004",4,6,1,0,0,1,-1,1,0,"baseline",114,43,"0",43,54
"655",43,4,3,"both_low","0",45,2,"sub-004",4,6,1,0,0,1,-1,1,0,"baseline",115,43,"0",45,25
"656",14,1,4,"different","0",44,2,"sub-004",1,3,1,0,0,1,-1,1,0,"baseline",116,14,"0",44,44
"657",24,2,4,"different","0",59,2,"sub-004",2,5,1,0,0,1,-1,1,0,"baseline",117,24,"0",59,36
"658",14,1,4,"different","0",33,2,"sub-004",1,3,1,0,0,1,-1,1,0,"baseline",118,14,"0",33,35
"659",21,2,1,"both_high","0",49,2,"sub-004",2,1,1,0,0,1,1,1,0,"baseline",119,21,"0",49,63
"660",21,2,1,"both_high","0",51,2,"sub-004",2,1,1,0,0,1,1,1,0,"baseline",120,21,"0",51,66
"661",12,1,2,"both_high","0",61,2,"sub-004",1,1,1,1,0,1,1,1,1,"baseline",121,12,"0",61,69
"662",34,3,4,"both_low","0",20,2,"sub-004",3,6,1,1,0,1,-1,1,1,"baseline",122,34,"0",20,49
"663",32,3,2,"different","0",17,2,"sub-004",3,4,0,1,0,1,-1,0,1,"baseline",123,32,"0",17,63
"664",31,3,1,"different","1",91,2,"sub-004",1,2,1,1,0,0,-1,1,1,"baseline",124,31,"1",24,91
"665",34,3,4,"both_low","0",43,2,"sub-004",3,6,1,1,0,1,-1,1,1,"baseline",125,34,"0",43,35
"666",21,2,1,"both_high","0",54,2,"sub-004",2,1,1,0,0,1,1,1,0,"baseline",126,21,"0",54,43
"667",24,2,4,"different","1",40,2,"sub-004",4,5,0,0,0,0,1,0,0,"baseline",127,24,"1",52,40
"668",21,2,1,"both_high","0",58,2,"sub-004",2,1,0,0,0,1,1,0,0,"baseline",128,21,"0",58,77
"669",23,2,3,"different","0",53,2,"sub-004",2,4,1,0,0,1,1,1,0,"baseline",129,23,"0",53,50
"670",41,4,1,"different","0",42,2,"sub-004",4,3,0,0,0,1,1,0,0,"baseline",130,41,"0",42,51
"671",32,3,2,"different","0",40,2,"sub-004",3,4,0,0,0,1,1,0,0,"baseline",131,32,"0",40,50
"672",42,4,2,"different","0",48,2,"sub-004",4,5,0,0,0,1,1,0,0,"baseline",132,42,"0",48,68
"673",34,3,4,"both_low","1",38,2,"sub-004",4,6,0,0,0,0,-1,0,0,"baseline",133,34,"1",36,38
"674",43,4,3,"both_low","0",37,2,"sub-004",4,6,0,0,0,1,-1,0,0,"baseline",134,43,"0",37,51
"675",21,2,1,"both_high","0",53,2,"sub-004",2,1,0,0,0,1,1,0,0,"baseline",135,21,"0",53,45
"676",13,1,3,"different","1",52,2,"sub-004",3,2,0,0,0,0,1,0,0,"baseline",136,13,"1",66,52
"677",13,1,3,"different","0",74,2,"sub-004",1,2,1,0,0,1,1,1,0,"baseline",137,13,"0",74,34
"678",24,2,4,"different","0",67,2,"sub-004",2,5,1,0,0,1,1,1,0,"baseline",138,24,"0",67,33
"679",34,3,4,"both_low","0",46,2,"sub-004",3,6,1,1,0,1,-1,1,1,"baseline",139,34,"0",46,43
"680",34,3,4,"both_low","0",43,2,"sub-004",3,6,1,1,0,1,-1,1,1,"baseline",140,34,"0",43,39
"681",34,3,4,"both_low","0",32,2,"sub-004",3,6,1,1,0,1,-1,1,1,"baseline",141,34,"0",32,39
"682",41,4,1,"different","0",45,2,"sub-004",4,3,0,1,0,1,-1,0,1,"baseline",142,41,"0",45,47
"683",41,4,1,"different","0",42,2,"sub-004",4,3,0,1,0,1,-1,0,1,"baseline",143,41,"0",42,63
"684",14,1,4,"different","0",65,2,"sub-004",1,3,1,1,0,1,-1,1,1,"baseline",144,14,"0",65,44
"685",31,3,1,"different","0",12,2,"sub-004",3,2,0,1,0,1,-1,0,1,"baseline",145,31,"0",12,37
"686",14,1,4,"different","0",40,2,"sub-004",1,3,1,1,0,1,-1,1,1,"baseline",146,14,"0",40,36
"687",43,4,3,"both_low","0",38,2,"sub-004",4,6,1,0,0,1,-1,1,0,"baseline",147,43,"0",38,68
"688",32,3,2,"different","1",60,2,"sub-004",2,4,1,0,0,0,-1,1,0,"baseline",148,32,"1",30,60
"689",32,3,2,"different","1",59,2,"sub-004",2,4,1,0,0,0,-1,1,0,"baseline",149,32,"1",34,59
"690",34,3,4,"both_low","0",41,2,"sub-004",3,6,1,1,0,1,-1,1,1,"baseline",150,34,"0",41,42
"691",12,1,2,"both_high","1",57,2,"sub-004",2,1,1,0,0,0,1,1,0,"baseline",151,12,"1",52,57
"692",31,3,1,"different","0",56,2,"sub-004",3,2,0,0,0,1,1,0,0,"baseline",152,31,"0",56,88
"693",23,2,3,"different","0",65,2,"sub-004",2,4,1,0,0,1,1,1,0,"baseline",153,23,"0",65,18
"694",32,3,2,"different","1",51,2,"sub-004",2,4,1,0,0,0,1,1,0,"baseline",154,32,"1",41,51
"695",42,4,2,"different","0",33,2,"sub-004",4,5,0,0,0,1,1,0,0,"baseline",155,42,"0",33,61
"696",23,2,3,"different","0",64,2,"sub-004",2,4,1,0,0,1,1,1,0,"baseline",156,23,"0",64,28
"697",24,2,4,"different","0",48,2,"sub-004",2,5,1,0,0,1,1,1,0,"baseline",157,24,"0",48,32
"698",42,4,2,"different","0",30,2,"sub-004",4,5,0,0,0,1,1,0,0,"baseline",158,42,"0",30,62
"699",31,3,1,"different","0",55,2,"sub-004",3,2,0,0,0,1,1,0,0,"baseline",159,31,"0",55,65
"700",13,1,3,"different","0",27,2,"sub-004",1,2,1,0,0,1,1,1,0,"baseline",160,13,"0",27,13
"701",31,3,1,"different","0",31,2,"sub-004",3,2,0,0,0,1,1,0,0,"baseline",161,31,"0",31,69
"702",32,3,2,"different","0",21,2,"sub-004",3,4,0,0,0,1,1,0,0,"baseline",162,32,"0",21,56
"703",43,4,3,"both_low","0",38,2,"sub-004",4,6,0,0,0,1,-1,0,0,"baseline",163,43,"0",38,69
"704",12,1,2,"both_high","0",45,2,"sub-004",1,1,0,1,0,1,1,0,1,"baseline",164,12,"0",45,60
"705",43,4,3,"both_low","0",43,2,"sub-004",4,6,0,0,0,1,-1,0,0,"baseline",165,43,"0",43,50
"706",12,1,2,"both_high","0",57,2,"sub-004",1,1,0,1,0,1,1,0,1,"baseline",166,12,"0",57,57
"707",24,2,4,"different","0",61,2,"sub-004",2,5,1,1,0,1,1,1,1,"baseline",167,24,"0",61,43
"708",41,4,1,"different","0",51,2,"sub-004",4,3,0,1,0,1,1,0,1,"baseline",168,41,"0",51,54
"709",41,4,1,"different","0",37,2,"sub-004",4,3,0,1,0,1,1,0,1,"baseline",169,41,"0",37,43
"710",42,4,2,"different","1",58,2,"sub-004",2,5,1,1,0,0,1,1,1,"baseline",170,42,"1",33,58
"711",24,2,4,"different","0",52,2,"sub-004",2,5,1,1,0,1,1,1,1,"baseline",171,24,"0",52,43
"712",23,2,3,"different","0",62,2,"sub-004",2,4,1,1,0,1,1,1,1,"baseline",172,23,"0",62,57
"713",12,1,2,"both_high","0",60,2,"sub-004",1,1,1,1,0,1,1,1,1,"baseline",173,12,"0",60,65
"714",14,1,4,"different","0",64,2,"sub-004",1,3,1,1,0,1,1,1,1,"baseline",174,14,"0",64,42
"715",32,3,2,"different","1",56,2,"sub-004",2,4,1,1,0,0,1,1,1,"baseline",175,32,"1",11,56
"716",42,4,2,"different","1",58,2,"sub-004",2,5,1,1,0,0,1,1,1,"baseline",176,42,"1",46,58
"717",32,3,2,"different","0",53,2,"sub-004",3,4,0,1,0,1,1,0,1,"baseline",177,32,"0",53,58
"718",23,2,3,"different","0",54,2,"sub-004",2,4,1,1,0,1,1,1,1,"baseline",178,23,"0",54,60
"719",41,4,1,"different","0",39,2,"sub-004",4,3,0,1,0,1,1,0,1,"baseline",179,41,"0",39,70
"720",42,4,2,"different","0",52,2,"sub-004",4,5,0,1,0,1,1,0,1,"baseline",180,42,"0",52,63
"721",41,4,1,"different","0",41,2,"sub-004",4,3,0,1,0,1,1,0,1,"out-group",1,41,"0",41,60
"722",31,3,1,"different","1",44,2,"sub-004",1,2,1,1,0,0,1,1,1,"out-group",2,31,"1",16,44
"723",23,2,3,"different","1",50,2,"sub-004",3,4,0,1,0,0,1,0,1,"out-group",3,23,"1",48,50
"724",43,4,3,"both_low","1",58,2,"sub-004",3,6,0,1,0,0,-1,0,1,"out-group",4,43,"1",38,58
"725",21,2,1,"both_high","1",65,2,"sub-004",1,1,0,1,0,0,1,0,1,"out-group",5,21,"1",62,65
"726",24,2,4,"different","1",32,2,"sub-004",4,5,0,1,0,0,1,0,1,"out-group",6,24,"1",53,32
"727",13,1,3,"different","1",36,2,"sub-004",3,2,0,1,0,0,1,0,1,"out-group",7,13,"1",34,36
"728",31,3,1,"different","1",66,2,"sub-004",1,2,1,1,0,0,1,1,1,"out-group",8,31,"1",7,66
"729",14,1,4,"different","0",39,2,"sub-004",1,3,1,1,0,1,1,1,1,"out-group",9,14,"0",39,32
"730",14,1,4,"different","1",40,2,"sub-004",4,3,0,1,0,0,1,0,1,"out-group",10,14,"1",51,40
"731",13,1,3,"different","1",73,2,"sub-004",3,2,0,1,0,0,1,0,1,"out-group",11,13,"1",32,73
"732",14,1,4,"different","0",75,2,"sub-004",1,3,1,1,0,1,1,1,1,"out-group",12,14,"0",75,42
"733",21,2,1,"both_high","0",59,2,"sub-004",2,1,1,0,0,1,1,1,0,"out-group",13,21,"0",59,72
"734",24,2,4,"different","1",48,2,"sub-004",4,5,0,0,0,0,1,0,0,"out-group",14,24,"1",54,48
"735",23,2,3,"different","1",50,2,"sub-004",3,4,0,0,0,0,1,0,0,"out-group",15,23,"1",59,50
"736",12,1,2,"both_high","1",61,2,"sub-004",2,1,0,0,0,0,1,0,0,"out-group",16,12,"1",73,61
"737",41,4,1,"different","1",87,2,"sub-004",1,3,1,0,0,0,1,1,0,"out-group",17,41,"1",48,87
"738",24,2,4,"different","1",45,2,"sub-004",4,5,0,0,0,0,1,0,0,"out-group",18,24,"1",57,45
"739",13,1,3,"different","1",31,2,"sub-004",3,2,0,0,0,0,1,0,0,"out-group",19,13,"1",43,31
"740",43,4,3,"both_low","0",32,2,"sub-004",4,6,0,0,0,1,-1,0,0,"out-group",20,43,"0",32,13
"741",14,1,4,"different","1",31,2,"sub-004",4,3,0,0,0,0,-1,0,0,"out-group",21,14,"1",66,31
"742",34,3,4,"both_low","1",44,2,"sub-004",4,6,0,0,0,0,-1,0,0,"out-group",22,34,"1",40,44
"743",41,4,1,"different","1",47,2,"sub-004",1,3,1,0,0,0,-1,1,0,"out-group",23,41,"1",39,47
"744",24,2,4,"different","1",35,2,"sub-004",4,5,0,0,0,0,-1,0,0,"out-group",24,24,"1",55,35
